,Title,URL,Rent,Min.Rent,Max.Rent,Unit.Label,Street.Address,Postal.Code,Amenities,Room.Count,lat,lng,accuracy,GoogleHumanReadable,Tract,GEOID10,NAMELSAD10,Opp_Area
1472,"520 N Halsted St Unit 311, Chicago, IL",https://www.apartments.com/520-n-halsted-st-chicago-il/hmnpwh2/,"$2,300","2,300","2,300",Condo for Rent,520 N Halsted St Unit 311,60642,"Washer/Dryer,Smoke Free",2 Bed,41.891885,-87.64806,ROOFTOP,"520 N Halsted St #311, Chicago, IL 60642, USA",17031243500,17031243500,Census Tract 2435,Yes
1691,"951 W Huron St Unit 404, Chicago, IL",https://www.apartments.com/951-w-huron-st-chicago-il/76r20sy/,"$3,000","3,000","3,000",2 Bed,951 W Huron St Unit 404,60642,Washer/Dryer,2 Bed,41.8948602,-87.6522215,ROOFTOP,"951 W Huron St #404, Chicago, IL 60642, USA",17031243500,17031243500,Census Tract 2435,Yes
1707,"1057 W Grand Ave, Chicago, IL",https://www.apartments.com/1057-w-grand-ave-chicago-il/4hlkxsl/,"$2,450","2,450","2,450",2 Bed,1057 W Grand Ave,60642,,2 Bed,41.890839,-87.654454,ROOFTOP,"1057 W Grand Ave, Chicago, IL 60642, USA",17031243500,17031243500,Census Tract 2435,Yes
1908,"Mondial River West, Chicago, IL",https://www.apartments.com/mondial-river-west-chicago-il/36sqh1g/,"$2,800 - 4,745","2,800","4,745",2 Bed,910 W Huron St,60642,"80 lb Weight Limit,80 lb Weight Limit,Built in 2009,Renovated in Mar 2011,142 Units/15 Stories,Maintenance on site,Concierge,Storage Space,Sundeck,Fitness Center,High Speed Internet Access,Washer/Dryer,Air Conditioning,Heating,Smoke Free,Kitchen,Range,Refrigerator,Walk-In Closets,Balcony",2 Bed,41.8952865,-87.6504916,ROOFTOP,"910 W Huron St, Chicago, IL 60642, USA",17031243500,17031243500,Census Tract 2435,Yes
2063,"Kenect Chicago, Chicago, IL",https://www.apartments.com/kenect-chicago-chicago-il/2szehw8/,"$5,240 - 5,650","5,240","5,650",3 Bed,500 N Milwaukee Ave,60622,"Community Room,Coworking Lounge,Dog Run,Fire Pit,Fitness Center with Cardio Equipment and Free ...,Fitness Center with Cardio Equipment and Free Weights,Landscaped Roof Deck,Outdoor Kitchens,Outdoor Television,Party Room with Kitchen,Social Space,Swimming Pool,Yoga Room,2 Pet Limit,Built in 2016,227 Units/14 Stories,Package Service,Maintenance on site,Concierge,24 Hour Availability,Pet Play Area,Elevator,Business Center,Clubhouse,Lounge,Storage Space,Sundeck,Fitness Center,Free Weights,Pool,Bike Storage,High Speed Internet Access,Washer/Dryer,Air Conditioning,Wheelchair Accessible (Rooms),Breakfast Nook,Balcony",3 Bed,41.8911996,-87.6476308,RANGE_INTERPOLATED,"500 N Milwaukee Ave, Chicago, IL 60654, USA",17031243500,17031243500,Census Tract 2435,Yes
2242,"503 N Green St, Chicago, IL",https://www.apartments.com/503-n-green-st-chicago-il/qzl4wpy/,"$4,803","4,803","4,803",3 Bed,503 N Green St,60642,"Washer/Dryer,Smoke Free",3 Bed,41.8912356,-87.6487776,RANGE_INTERPOLATED,"503 N Green St, Chicago, IL 60642, USA",17031243500,17031243500,Census Tract 2435,Yes
2346,"Mondial River West, Chicago, IL",https://www.apartments.com/mondial-river-west-chicago-il/36sqh1g/,"$4,005 - 4,860","4,005","4,860",3 Bed,910 W Huron St,60642,"80 lb Weight Limit,80 lb Weight Limit,Built in 2009,Renovated in Mar 2011,142 Units/15 Stories,Maintenance on site,Concierge,Storage Space,Sundeck,Fitness Center,High Speed Internet Access,Washer/Dryer,Air Conditioning,Heating,Smoke Free,Kitchen,Range,Refrigerator,Walk-In Closets,Balcony",3 Bed,41.8952865,-87.6504916,ROOFTOP,"910 W Huron St, Chicago, IL 60642, USA",17031243500,17031243500,Census Tract 2435,Yes
2745,"Mondial River West, Chicago, IL",https://www.apartments.com/mondial-river-west-chicago-il/36sqh1g/,Call for Rent,,,4 Bed,910 W Huron St,60642,"80 lb Weight Limit,80 lb Weight Limit,Built in 2009,Renovated in Mar 2011,142 Units/15 Stories,Maintenance on site,Concierge,Storage Space,Sundeck,Fitness Center,High Speed Internet Access,Washer/Dryer,Air Conditioning,Heating,Smoke Free,Kitchen,Range,Refrigerator,Walk-In Closets,Balcony",4 Bed,41.8952865,-87.6504916,ROOFTOP,"910 W Huron St, Chicago, IL 60642, USA",17031243500,17031243500,Census Tract 2435,Yes
1110,"4845 W Wabansia Ave Unit 1, Chicago, IL",https://www.apartments.com/4845-w-wabansia-ave-chicago-il/3rgyree/,"$2,000","2,000","2,000",1 Bed,4845 W Wabansia Ave Unit 1,60639,Washer/Dryer,1 Bed,41.911168,-87.7477229,ROOFTOP,"4845 W Wabansia Ave #1, Chicago, IL 60639, USA",17031250200,17031250200,Census Tract 2502,No
2316,"4845 W Wabansia Ave Unit 2, Chicago, IL",https://www.apartments.com/4845-w-wabansia-ave-chicago-il/tpbgjc8/,"$2,000","2,000","2,000",3 Bed,4845 W Wabansia Ave Unit 2,60639,Washer/Dryer,3 Bed,41.911168,-87.7477229,ROOFTOP,"4845 W Wabansia Ave #2, Chicago, IL 60639, USA",17031250200,17031250200,Census Tract 2502,No
1744,"1609 N Lotus Ave Unit 3, Chicago, IL",https://www.apartments.com/1609-n-lotus-ave-chicago-il/cwrmzyg/,"$1,150","1,150","1,150",2 Bed,1609 N Lotus Ave Unit 3,60639,,2 Bed,41.9098503,-87.7617759,ROOFTOP,"1609 N Lotus Ave #3, Chicago, IL 60639, USA",17031250300,17031250300,Census Tract 2503,No
1817,"1700 N Luna Ave, Chicago, IL",https://www.apartments.com/1700-n-luna-ave-chicago-il/zwhx3py/,"$1,100","1,100","1,100",2 Bed,1700 N Luna Ave,60639,,2 Bed,41.911335,-87.764638,ROOFTOP,"1700 N Luna Ave, Chicago, IL 60639, USA",17031250300,17031250300,Census Tract 2503,No
1843,"1626 N Mason Ave, Chicago, IL",https://www.apartments.com/1626-n-mason-ave-chicago-il/vhdd1md/,"$1,200","1,200","1,200",2 Bed,1626 N Mason Ave,60639,Washer/Dryer,2 Bed,41.9101353,-87.7743471,ROOFTOP,"1626 N Mason Ave, Chicago, IL 60639, USA",17031250400,17031250400,Census Tract 2504,No
744,"2023 N Harlem Ave, Chicago, IL",https://www.apartments.com/2023-n-harlem-ave-chicago-il/lk90fwe/,Call for Rent,,,1 Bed,2023 N Harlem Ave,60707,"Built in 1955,40 Units/3 Stories,Heating,Kitchen,Oven,Range,Refrigerator",1 Bed,41.916995,-87.8055183,ROOFTOP,"2023 N Harlem Ave, Chicago, IL 60707, USA",17031250500,17031250500,Census Tract 2505,No
1489,"2325 N Neva Ave Unit 208B, Chicago, IL",https://www.apartments.com/2325-n-neva-ave-chicago-il/35ymrqf/,"$1,200","1,200","1,200",Condo for Rent,2325 N Neva Ave Unit 208B,60707,"Laundry Facilities,Smoke Free",2 Bed,41.921904,-87.803462,ROOFTOP,"2325 N Neva Ave #208b, Chicago, IL 60707, USA",17031250500,17031250500,Census Tract 2505,No
1573,"1421 N Lorel Ave, Chicago, IL",https://www.apartments.com/1421-n-lorel-ave-chicago-il/7cs619x/,$900,900,900,2 Bed,1421 N Lorel Ave,60651,,2 Bed,41.906519,-87.759245,ROOFTOP,"1421 N Lorel Ave, Chicago, IL 60651, USA",17031250700,17031250700,Census Tract 2507,No
1029,"4924 W Iowa St Unit 1, Chicago, IL",https://www.apartments.com/4924-w-iowa-st-chicago-il/bj4lzpb/,$950,950,950,1 Bed,4924 W Iowa St Unit 1,60651,,1 Bed,41.897066,-87.749347,ROOFTOP,"4924 W Iowa St #1, Chicago, IL 60651, USA",17031251100,17031251100,Census Tract 2511,No
2519,"945 N Massasoit Ave, Chicago, IL",https://www.apartments.com/945-n-massasoit-ave-chicago-il/n3edgsq/,"$1,300","1,300","1,300",House for Rent,945 N Massasoit Ave,60651,"Air Conditioning,Kitchen,Family Room,Basement",3 Bed,41.8979643,-87.7688985,ROOFTOP,"945 N Massasoit Ave, Chicago, IL 60651, USA",17031251300,17031251300,Census Tract 2513,No
1160,"5870 W Lake St Unit 315, Chicago, IL",https://www.apartments.com/5870-w-lake-st-chicago-il/b0m77sb/,$780,780,780,Condo for Rent,5870 W Lake St Unit 315,60644,"Select Units Include Eat-In Kitchen,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Laundry Facilities,Security System,Heating,Cable Ready,Intercom,Oven,Refrigerator",1 Bed,41.8881731,-87.771769,ROOFTOP,"5870 W Lake St #315, Chicago, IL 60644, USA",17031251400,17031251400,Census Tract 2514,No
1159,"723 N Central Ave Unit 202, Chicago, IL",https://www.apartments.com/723-n-central-ave-chicago-il/cd7wczg/,$660,660,660,Condo for Rent,723 N Central Ave Unit 202,60644,"$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Intercom,Kitchen,Oven,Refrigerator",1 Bed,41.8936796,-87.7649654,ROOFTOP,"723 N Central Ave #202, Chicago, IL 60644, USA",17031251500,17031251500,Census Tract 2515,No
2565,"5032 W Washington Blvd, Chicago, IL",https://www.apartments.com/5032-w-washington-blvd-chicago-il/lz5wwmg/,$900,900,900,3 Bed,5032 W Washington Blvd,60644,"Built in 1923,33 Units/4 Stories,Heating,Kitchen,Refrigerator",3 Bed,41.8821138,-87.7519613,ROOFTOP,"5032 W Washington Blvd, Chicago, IL 60644, USA",17031251800,17031251800,Census Tract 2518,No
2135,"130 N Lorel Ave Unit 1, Chicago, IL",https://www.apartments.com/130-n-lorel-ave-chicago-il/c2bwhbf/,"$1,000","1,000","1,000",3 Bed,130 N Lorel Ave Unit 1,60644,Washer/Dryer,3 Bed,41.883335,-87.7592559,ROOFTOP,"130 N Lorel Ave #1, Chicago, IL 60644, USA",17031251900,17031251900,Census Tract 2519,No
471,"Austin Station Apartments, Chicago, IL",https://www.apartments.com/austin-station-apartments-chicago-il/r8hj9t3/,$475 - 600,475,600,Studio,312 N Central,60644,"$350 Deposit,Built in 1924,68 Units/3 Stories,Laundry Facilities,Controlled Access,Video Patrol,24 Hour Availability,High Speed Internet Access,Heating,Smoke Free,Cable Ready,Microwave,Refrigerator,Tile Floors",Studio,41.8861315,-87.7655212,ROOFTOP,"312 N Central Ave, Chicago, IL 60644, USA",17031252000,17031252000,Census Tract 2520,No
857,"48 N Parkside Ave Unit 46-3W, Chicago, IL",https://www.apartments.com/48-n-parkside-ave-chicago-il/wh77d5l/,$769,769,769,1 Bed,48 N Parkside Ave Unit 46-3W,60644,,1 Bed,41.8816145,-87.7670087,ROOFTOP,"48 N Parkside Ave #46, Chicago, IL 60644, USA",17031252000,17031252000,Census Tract 2520,No
1584,"48 N Parkside Ave Unit 48-2N, Chicago, IL",https://www.apartments.com/48-n-parkside-ave-chicago-il/y5q5wjs/,$839,839,839,2 Bed,48 N Parkside Ave Unit 48-2N,60644,,2 Bed,41.8816145,-87.7670087,ROOFTOP,"48 N Parkside Ave #48, Chicago, IL 60644, USA",17031252000,17031252000,Census Tract 2520,No
1730,"5916 W Washington Blvd Unit 205, Chicago, IL",https://www.apartments.com/5916-w-washington-blvd-chicago-il/ysqgq8r/,$840,840,840,2 Bed,5916 W Washington Blvd Unit 205,60644,Laundry Facilities,2 Bed,41.8822175,-87.7727729,ROOFTOP,"5916 W Washington Blvd #205, Chicago, IL 60644, USA",17031252000,17031252000,Census Tract 2520,No
1731,"5718 W Washington Blvd Unit 102, Chicago, IL",https://www.apartments.com/5718-w-washington-blvd-chicago-il/lnyf42e/,$850,850,850,2 Bed,5718 W Washington Blvd Unit 102,60644,Laundry Facilities,2 Bed,41.8821776,-87.7691756,ROOFTOP,"5718 W Washington Blvd #102, Chicago, IL 60644, USA",17031252000,17031252000,Census Tract 2520,No
2048,"5500 W Van Buren St, Chicago, IL",https://www.apartments.com/5500-w-van-buren-st-chicago-il/j2s64w4/,$840 - 890,840,890,2 Bed,5500 W Van Buren St,60644,"$10 Monthly Pet Rent,$100 Fee,10 lb Weight Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,Built in 1926,15 Units/3 Stories,Kitchen,Oven,Refrigerator,Hardwood Floors",2 Bed,41.8750209,-87.761898,ROOFTOP,"5500 W Van Buren St, Chicago, IL 60644, USA",17031252102,17031252102,Census Tract 2521.02,No
2518,"5216 W Quincy St, Chicago, IL",https://www.apartments.com/5216-w-quincy-st-chicago-il/lvebzvg/,"$1,300","1,300","1,300",House for Rent,5216 W Quincy St,60644,"Kitchen,Family Room",3 Bed,41.877821,-87.755798,ROOFTOP,"5216 W Quincy St, Chicago, IL 60644, USA",17031252102,17031252102,Census Tract 2521.02,No
2718,"5260 W Congress Pkwy Unit 1, Chicago, IL",https://www.apartments.com/5260-w-congress-pkwy-chicago-il/p9y0ygr/,"$1,400","1,400","1,400",3 Bed,5260 W Congress Pkwy Unit 1,60644,Smoke Free,3 Bed,41.8741166,-87.757313,ROOFTOP,"5260 W Congress Pkwy #1, Chicago, IL 60644, USA",17031252102,17031252102,Census Tract 2521.02,No
1163,"5101 W Monroe St Unit #1, Chicago, IL",https://www.apartments.com/5101-w-monroe-st-chicago-il/h5ygeb3/,$645,645,645,Condo for Rent,5101 W Monroe St Unit #1,60644,"$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Cable Ready,Oven,Refrigerator,Hardwood Floors",1 Bed,41.879136,-87.753735,ROOFTOP,"5101 W Monroe St, Chicago, IL 60644, USA",17031252201,17031252201,Census Tract 2522.01,No
2540,"4903 W Adams St, Chicago, IL",https://www.apartments.com/4903-w-adams-st-chicago-il/ewdxk0q/,"$1,050","1,050","1,050",House for Rent,4903 W Adams St,60644,"Fireplace,Kitchen,Hardwood Floors,Tile Floors,Family Room,Patio",3 Bed,41.878312,-87.747544,ROOFTOP,"4903 W Adams St, Chicago, IL 60644, USA",17031252202,17031252202,Census Tract 2522.02,No
646,"The Midwest Apartments, Chicago, IL",https://www.apartments.com/the-midwest-apartments-chicago-il/j9t88y6/,$700,700,700,Studio,6 N Hamlin Blvd,60624,"Fitness Center,Two On-Site Laundry Facilities,Built in 1929,276 Units/13 Stories,Laundry Facilities,Controlled Access,Maintenance on site,Property Manager on Site,Courtesy Patrol,Video Patrol,Elevator,Clubhouse,Lounge,Disposal Chutes,Fitness Center,Cardio Machines,Weight Machines,High Speed Internet Access,Heating,Ceiling Fans,Smoke Free,Cable Ready,Tub/Shower,Framed Mirrors,Wheelchair Accessible (Rooms),Oven,Refrigerator,Freezer,Carpet,Tile Floors,Views,Walk-In Closets",Studio,41.8811432,-87.7210264,ROOFTOP,"6 N Hamlin Ave, Chicago, IL 60624, USA",17031260100,17031260100,Census Tract 2601,No
2481,"364 N Hamlin Ave, Chicago, IL",https://www.apartments.com/364-n-hamlin-ave-chicago-il/cql8qje/,"$1,350","1,350","1,350",Condo for Rent,364 N Hamlin Ave,60624,,3 Bed,41.887126,-87.7214149,ROOFTOP,"364 N Hamlin Ave, Chicago, IL 60624, USA",17031260100,17031260100,Census Tract 2601,No
2521,"113 N Kostner Ave, Chicago, IL",https://www.apartments.com/113-n-kostner-ave-chicago-il/m9fx3zh/,"$1,100","1,100","1,100",House for Rent,113 N Kostner Ave,60624,"Air Conditioning,Ceiling Fans,Fireplace,Intercom,Kitchen,Oven,Refrigerator,Tile Floors,Family Room,Deck",3 Bed,41.8824299,-87.735284,ROOFTOP,"113 N Kostner Ave, Chicago, IL 60624, USA",17031260300,17031260300,Census Tract 2603,No
234,"4416 W Monroe St, Chicago, IL",https://www.apartments.com/4416-w-monroe-st-chicago-il/zheebzy/,$750,750,750,Studio,4416 W Monroe St,60624,Refrigerator,Studio,41.8798103,-87.7361552,ROOFTOP,"4416 W Monroe St, Chicago, IL 60624, USA",17031260500,17031260500,Census Tract 2605,No
2171,"4402 W Jackson Blvd Unit 1, Chicago, IL",https://www.apartments.com/4402-w-jackson-blvd-chicago-il/3rqblmf/,"$1,250","1,250","1,250",3 Bed,4402 W Jackson Blvd Unit 1,60624,"Washer/Dryer Hookup,Smoke Free",3 Bed,41.877209,-87.735551,ROOFTOP,"4402 W Jackson Blvd #1, Chicago, IL 60624, USA",17031260500,17031260500,Census Tract 2605,No
2172,"4400 W Jackson Blvd Unit 1, Chicago, IL",https://www.apartments.com/4400-w-jackson-blvd-chicago-il/d6xpm6j/,"$1,250","1,250","1,250",3 Bed,4400 W Jackson Blvd Unit 1,60624,"Washer/Dryer Hookup,Smoke Free",3 Bed,41.8771243,-87.7355221,ROOFTOP,"4400 W Jackson Blvd #1, Chicago, IL 60624, USA",17031260500,17031260500,Census Tract 2605,No
2173,"4400 W Jackson Blvd Unit 2, Chicago, IL",https://www.apartments.com/4400-w-jackson-blvd-chicago-il/qg9ymlw/,"$1,250","1,250","1,250",3 Bed,4400 W Jackson Blvd Unit 2,60624,"Washer/Dryer Hookup,Smoke Free",3 Bed,41.8771243,-87.7355221,ROOFTOP,"4400 W Jackson Blvd #2, Chicago, IL 60624, USA",17031260500,17031260500,Census Tract 2605,No
2175,"4400 W Jackson Blvd Unit 3, Chicago, IL",https://www.apartments.com/4400-w-jackson-blvd-chicago-il/n6ew5bm/,"$1,250","1,250","1,250",3 Bed,4400 W Jackson Blvd Unit 3,60624,"Washer/Dryer Hookup,Smoke Free",3 Bed,41.8771243,-87.7355221,ROOFTOP,"4400 W Jackson Blvd #3, Chicago, IL 60624, USA",17031260500,17031260500,Census Tract 2605,No
2563,"4242 W Wilcox St, Chicago, IL",https://www.apartments.com/4242-w-wilcox-st-chicago-il/yy4ev2r/,"$1,300","1,300","1,300",3 Bed,4242 W Wilcox St,60624,"Cable Ready,Dishwasher,Range,Refrigerator,Hardwood Floors",3 Bed,41.8789866,-87.7322292,ROOFTOP,"4242 W Wilcox St, Chicago, IL 60624, USA",17031260600,17031260600,Census Tract 2606,No
2783,"4200 W Wilcox St Unit 2, Chicago, IL",https://www.apartments.com/4200-w-wilcox-st-chicago-il/h2k0mv1/,"$1,450","1,450","1,450",4 Bed,4200 W Wilcox St Unit 2,60624,Washer/Dryer,4 Bed,41.8790232,-87.7306466,ROOFTOP,"4200 W Wilcox St #2, Chicago, IL 60624, USA",17031260600,17031260600,Census Tract 2606,No
2482,"3907 W Arthington St, Chicago, IL",https://www.apartments.com/3907-w-arthington-st-chicago-il/bthcqz8/,"$1,350","1,350","1,350",Condo for Rent,3907 W Arthington St,60624,,3 Bed,41.8696254,-87.7232581,ROOFTOP,"3907 W Arthington St, Chicago, IL 60624, USA",17031260900,17031260900,Census Tract 2609,No
2170,"3652 W Polk St Unit 3, Chicago, IL",https://www.apartments.com/3652-w-polk-st-chicago-il/79lfkgy/,"$1,250","1,250","1,250",3 Bed,3652 W Polk St Unit 3,60624,Smoke Free,3 Bed,41.87108,-87.717608,ROOFTOP,"3652 W Polk St #3, Chicago, IL 60624, USA",17031270500,17031270500,Census Tract 2705,No
2450,"3341 W Gladys Ave Unit 2nd, Chicago, IL",https://www.apartments.com/3341-w-gladys-ave-chicago-il/l47j11f/,"$1,350","1,350","1,350",3 Bed,3341 W Gladys Ave Unit 2nd,60624,,3 Bed,41.8760373,-87.7100843,ROOFTOP,"3341 W Gladys Ave #2nd, Chicago, IL 60624, USA",17031271300,17031271300,Census Tract 2713,No
1154,"3501 W Adams St Unit 2B, Chicago, IL",https://www.apartments.com/3501-w-adams-st-chicago-il/fnnzynt/,$720,720,720,Condo for Rent,3501 W Adams St Unit 2B,60624,"$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Laundry Facilities,Intercom,Kitchen,Oven,Refrigerator,Hardwood Floors",1 Bed,41.877982,-87.713818,ROOFTOP,"3501 W Adams St #2b, Chicago, IL 60624, USA",17031271400,17031271400,Census Tract 2714,No
2174,"3546 W Jackson Blvd Unit 1, Chicago, IL",https://www.apartments.com/3546-w-jackson-blvd-chicago-il/hw63gz3/,"$1,250","1,250","1,250",3 Bed,3546 W Jackson Blvd Unit 1,60624,"Washer/Dryer Hookup,Smoke Free",3 Bed,41.8772273,-87.7151063,ROOFTOP,"3546 W Jackson Blvd #1, Chicago, IL 60624, USA",17031271400,17031271400,Census Tract 2714,No
1618,"3417 W Flournoy St Unit 2, Chicago, IL",https://www.apartments.com/3417-w-flournoy-st-chicago-il/yf345lr/,"$1,150","1,150","1,150",2 Bed,3417 W Flournoy St Unit 2,60624,"Washer/Dryer Hookup,Smoke Free",2 Bed,41.8725152,-87.7115316,ROOFTOP,"3417 W Flournoy St #2, Chicago, IL 60624, USA",17031271500,17031271500,Census Tract 2715,No
6,"The Parker Fulton Market, Chicago, IL",https://www.apartments.com/the-parker-fulton-market-chicago-il/m3y059l/,"$1,835 - 2,235","1,835","2,235",Studio,730 W Couch Pl,60661,"24 Hour Emergency Maintenance,9&#39; and 12&#39; Ceilings,Air Conditioner,Availability 24 Hours,BBQ/Picnic Area,Cable Ready,Carpeting,Controlled Access Entry,Courtyard,Custom LED Mirrors,Dog Walk/Pet Friendly,Dual Showerheads,Efficient Appliances,Excellent Access to Public Transportation,Executive Business center,Extra Storage,Floor to Ceiling Windows,Free Weights,Garage,Group Exercise,Handrails,Hardwood Floors,High Speed Internet,Housekeeping,Indoor Bike Parking,Indoor/Outdoor Rooftop Lounge,Integrated USBs,Modern Sinks and Faucets,Nest Thermostats,Online Concierge,On-Site Management,Package Receiving,Private Balconies and Patios in Select Apartments,Private Fitness Room,Quartz Countertops,Recreation Room,Recycling,Resident Lounge with Coffee Bar,Ride Share Program,Ride Share Programs,Skyline Views,Stainless Whirlpool Appliances,Storage Areas,Sun Terrace with Resort Style Swimming Pool,Two Tone Cabinets with Soft Close Drawers,Wheelchair Access,$10 Monthly Pet Rent,$300 Fee,60 lb Weight Limit,2 Pet Limit,Built in 2016,227 Units/29 Stories,Package Service,Wi-Fi at Pool and Clubhouse,Controlled Access,Maintenance on site,Property Manager on Site,Doorman,Concierge,24 Hour Availability,On-Site Retail,Recycling,Dry Cleaning Service,Maid Service,Online Services,LEED Rating,Planned Social Activities,Pet Play Area,Pet Washing Station,Car Charging Station,Elevator,Business Center,Clubhouse,Lounge,Multi Use Room,Disposal Chutes,Coffee Bar,Two Story Lobby,Gated,Rooftop Lounge,Sundeck,Courtyard,Grill,Fitness Center,Fitness Programs,Health Club Facility,Cardio Machines,Free Weights,Weight Machines,Pool,Bike Storage,Media Center/Movie Theatre,High Speed Internet Access,Wi-Fi,Washer/Dryer,Air Conditioning,Heating,Smoke Free,Cable Ready,Trash Compactor,Storage Units,Double Vanities,Tub/Shower,Handrails,Sprinkler System,Wheelchair Accessible (Rooms),Dishwasher,Disposal,Ice Maker,Granite Countertops,Stainless Steel Appliances,Pantry,Island Kitchen,Kitchen,Microwave,Oven,Range,Refrigerator,Freezer,Hardwood Floors,Carpet,Tile Floors,Vinyl Flooring,Dining Room,Views,Walk-In Closets,Linen Closet,Double Pane Windows,Window Coverings,Accent Walls,Balcony,Patio,Deck,Yard,Lawn,Barbecue Area,Barbecue/Grill",Studio,41.8850995,-87.6468763,RANGE_INTERPOLATED,"730 W Couch Pl, Chicago, IL 60661, USA",17031280100,17031280100,Census Tract 2801,Yes
